id;model;msnbc;msnemb;OBCN;registeredDate;gpsId;qrCode;station.id;station.name;status;states;Lock RSOC;Lock voltage;location;lastCheckUp;totalTripsSinceLastCheckUp;tripsDurationSinceLastCheckUp;lastReportDate;totalTrips;tripsDurationTotal;Battery voltage;Battery temperature;Battery RSOC;Battery current;Motor odometer;custom1;Lock ID;Lock IMEI;Lock UICCID;Lock Status;Lock firmware;BCU firmware;Battery Firmware;Motor Firmware;nfcTagUid;Abandoned;Misparked;Last GPS Position;Last GPS Position Date;BCU Serial Number
4555;FIT;T1910;00000BD8B008000304E0;S/N230101234;15/7/2021 22:05;;FFMCWI;;;STOLEN;STOLEN;;;IN_USE;15/3/2023 23:52;0;0;15/3/2023 23:52;2699;2845744;;;;;;;;;;;;;;;;false;false;0.0, 0.0;;
4562;FIT;T1917;0000B122B108000304E0;S/N230105093;15/7/2021 22:05;;FAALFH;;;STOLEN;STOLEN;;;UNKNOWN;21/2/2024 12:26;0;0;21/2/2024 12:26;3307;3607212;;;;;;;;;;;;;;;;false;false;-34.6371232, -58.4058883;12/2/2024 17:03;
4566;FIT;T1921;0000DF22B108000304E0;S/N230103215;15/7/2021 22:05;;FANXWK;;;STOLEN;STOLEN;;;IN_USE;14/12/2022 05:25;35;39317;25/12/2022 23:20;1862;2086575;;;;;;;;;;;;;;;;false;false;0.0, 0.0;;
4567;FIT;T1922;00005BFFB008000304E0;S/N230104237;15/7/2021 22:05;;FAPNEF;;;STOLEN;STOLEN;;;UNKNOWN;1/8/2022 03:37;0;0;8/8/2022 09:41;1643;1771281;;;;;;;;;;;;;;;;false;false;0.0, 0.0;;
4571;FIT;T1926;00005CD5B008000304E0;S/N230105451;15/7/2021 22:05;;NNCYYI;;;STOLEN;STOLEN;;;IN_USE;14/12/2022 11:20;5;3431;22/12/2022 09:28;2101;2814175;;;;;;;;;;;;;;;;false;false;0.0, 0.0;;
4572;FIT;T1927;0000062FB108000304E0;S/N230105186;15/7/2021 22:05;;NIUGVI;199;199 - ESTADOS UNIDOS Y BOEDO;STOLEN;STOLEN;;;AT_STATION;4/3/2024 16:35;0;0;4/3/2024 16:35;3397;4002662;;;;;;;;;;;;;;;;false;false;-34.6222601, -58.4160137;18/2/2024 10:00;
4573;FIT;T1928;00009B578E13500304E0;S/N230107826;15/7/2021 22:05;;NORBME;;;STOLEN;STOLEN;;;IN_MAINTENANCE;23/6/2025 13:57;0;0;1/7/2025 13:04;4185;4859366;;;;;;;;;;;;;;;;false;false;0.0, 0.0;23/6/2025 13:57;
4576;FIT;T1931;00008DECB008000304E0;S/N230107238;15/7/2021 22:05;;FLKHRC;;;STOLEN;STOLEN;;;IN_USE;16/12/2022 17:16;5;7454;22/12/2022 09:52;2157;2341615;;;;;;;;;;;;;;;;false;false;0.0, 0.0;;
4584;FIT;T1939;0000061FB108000304E0;S/N230105810;15/7/2021 22:05;;NMGXSF;;;STOLEN;STOLEN;;;UNKNOWN;8/4/2025 01:14;49;91766;21/4/2025 15:23;4471;5061410;;;;;;;;;;;;;;;;false;false;-34.683188, -58.468952;18/4/2025 21:05;
4588;FIT;T1943;0000D737B108000304E0;S/N230106382;15/7/2021 22:05;;FARYXH;;;STOLEN;STOLEN;;;IN_MAINTENANCE;25/9/2021 19:10;0;0;27/9/2021 13:37;152;243779;;;;;;;;;;;;;;;;false;false;0.0, 0.0;;
4589;FIT;T1944;0000FF77B108000304E0;S/N230100016;15/7/2021 22:05;;FGNEOK;;;STOLEN;STOLEN;;;IN_USE;2/3/2024 17:05;27;33126;22/3/2024 19:54;3120;3493119;;;;;;;;;;;;;;;;false;false;0.0, 0.0;13/3/2024 16:14;
4604;FIT;T1959;00009DE0C950000304E0;S/N230106870;15/7/2021 22:05;;NSPPLC;;;STOLEN;STOLEN;;;IN_USE;26/8/2023 10:21;8;6703;3/9/2023 21:31;2792;4076083;;;;;;;;;;;;;;;;false;false;0.0, 0.0;31/8/2023 13:20;
4617;FIT;T1972;00008FEDB008000304E0;S/N230107518;15/7/2021 22:05;;NEOTMC;;;STOLEN;STOLEN;;;UNKNOWN;15/1/2025 16:13;8;11159;24/1/2025 18:41;3526;3782249;;;;;;;;;;;;;;;;false;false;0.0, 0.0;18/1/2025 04:54;
4618;FIT;T1973;0000FB1BB108000304E0;S/N230107296;15/7/2021 22:05;;NMWCWC;;;STOLEN;STOLEN;;;UNKNOWN;11/3/2025 10:45;12;12582;25/3/2025 14:20;4374;4652143;;;;;;;;;;;;;;;;false;false;0.0, 0.0;18/3/2025 16:48;
4630;FIT;T1985;000085D5B008000304E0;S/N230100018;15/7/2021 22:05;;FGBBTI;;;STOLEN;STOLEN;;;IN_USE;18/7/2022 23:16;4;1508;24/7/2022 12:13;1878;2033820;;;;;;;;;;;;;;;;false;false;0.0, 0.0;;
4632;FIT;T1987;000057A2B108000304E0;S/N230107003;15/7/2021 22:05;;FBQLAC;462;068 - MINISTERIO DE DESARROLLO HUMANO;STOLEN;STOLEN;;;AT_STATION;6/1/2022 11:10;0;0;6/1/2022 11:10;779;944816;;;;;;;;;;;;;;;;false;false;0.0, 0.0;;
4635;FIT;T1990;0000FBEAB008000304E0;S/N230102528;15/7/2021 22:05;;FCLBCI;;;STOLEN;STOLEN;;;UNKNOWN;14/1/2025 19:54;9;7471;23/1/2025 17:09;4317;4909134;;;;;;;;;;;;;;;;false;false;0.0, 0.0;17/1/2025 19:47;
4643;FIT;T1999;0000C5ECB008000304E0;S/N230104973;23/7/2021 15:30;;NAVKVK;;;STOLEN;STOLEN;;;UNKNOWN;27/3/2025 10:12;73;96225;14/4/2025 12:06;4093;4519418;;;;;;;;;;;;;;;;false;false;0.0, 0.0;9/4/2025 19:43;
4649;FIT;T2005;0000B2CAC950000304E0;S/N230102190;23/7/2021 15:30;;NEYMLJ;6;006 - Parque Lezama;STOLEN;STOLEN;;;AT_STATION;13/7/2024 00:51;11;11927;25/7/2024 18:02;3404;3870586;;;;;;;;;;;;;;;;false;false;-34.628526, -58.369758;18/7/2024 18:52;
4656;FIT;T2012;0000F220B108000304E0;S/N230100023;23/7/2021 15:30;;NFLYHE;;;STOLEN;STOLEN;;;IN_USE;19/5/2023 00:49;0;0;23/5/2023 13:02;2581;2945253;;;;;;;;;;;;;;;;false;false;0.0, 0.0;;
4663;FIT;T2019;0000D2F0B008000304E0;S/N230107466;23/7/2021 15:30;;FNOPQF;;;STOLEN;STOLEN;;;IN_USE;20/11/2021 07:16;74;144566;6/12/2021 10:11;889;1065679;;;;;;;;;;;;;;;;false;false;0.0, 0.0;;
4670;FIT;T2026;00002990B108000304E0;S/N230107764;23/7/2021 15:30;;NVIUJF;92;092 - Salcedo;STOLEN;STOLEN;;;AT_STATION;7/1/2024 19:31;0;0;7/1/2024 19:31;2915;3267557;;;;;;;;;;;;;;;;false;false;-34.6316444, -58.4053386;20/12/2023 11:33;
4671;FIT;T2027;0000D5D8B008000304E0;S/N230102742;23/7/2021 15:30;;NQYIGC;;;STOLEN;STOLEN;;;UNKNOWN;14/1/2025 14:30;38;30722;3/2/2025 11:03;3481;5852130;;;;;;;;;;;;;;;;false;false;0.0, 0.0;23/1/2025 16:52;
4674;FIT;T2030;0000CC79B108000304E0;S/N 116033;23/7/2021 15:30;;NHEORG;;;STOLEN;STOLEN;;;UNKNOWN;29/8/2024 07:07;36;29627;16/9/2024 21:20;4169;4408832;;;;;;;;;;;;;;;;false;false;0.0, 0.0;8/9/2024 15:55;
4680;FIT;T2036;0000C8FFB008000304E0;S/N230100027;23/7/2021 15:30;;FASDCD;;;STOLEN;STOLEN;;;IN_TRUCK;20/8/2022 10:37;3;8646;28/8/2022 16:19;1511;1690161;;;;;;;;;;;;;;;;false;false;0.0, 0.0;;
4695;FIT;T2051;000019B2C950000304E0;S/N230106688;26/7/2021 18:50;;FMLOXI;;;STOLEN;STOLEN;;;UNKNOWN;4/12/2022 09:12;59;68152;22/12/2022 09:32;2090;2324521;;;;;;;;;;;;;;;;false;false;0.0, 0.0;;
4714;FIT;T2071;00001E20B108000304E0;S/N230104376;26/7/2021 18:50;;FOIMHB;;;STOLEN;STOLEN;;;IN_USE;25/10/2021 16:02;0;0;25/10/2021 16:02;420;530072;;;;;;;;;;;;;;;;false;false;0.0, 0.0;;
4718;FIT;T2076;0000768FB108000304E0;S/N230106117;26/7/2021 18:50;;FEBXEC;;;STOLEN;STOLEN;;;IN_USE;29/1/2023 03:44;5;2956;4/2/2023 21:41;2685;2886834;;;;;;;;;;;;;;;;false;false;0.0, 0.0;;
4724;FIT;T2083;00001861B108000304E0;S/N230102289;26/7/2021 18:50;;NTSARH;;;STOLEN;STOLEN;;;UNKNOWN;13/6/2025 15:52;31;32707;7/7/2025 15:47;4549;6321407;;;;;;;;;;;;;;;;false;false;-34.637697, -58.373726;26/6/2025 17:04;
4726;FIT;T2087;0000A207B108000304E0;S/N230106734;26/7/2021 18:50;;NOZXYH;;;STOLEN;STOLEN;;;UNKNOWN;7/7/2025 16:48;0;0;7/7/2025 16:48;4987;5803549;;;;;;;;;;;;;;;;false;false;-34.687767, -58.475178;4/7/2025 19:53;
4736;FIT;T2098;000064D7B008000304E0;S/N230107274;26/7/2021 18:50;;NRICTE;;;STOLEN;STOLEN;;;UNKNOWN;11/9/2024 11:10;33;44203;27/9/2024 19:21;3656;4416588;;;;;;;;;;;;;;;;false;false;0.0, 0.0;19/9/2024 20:06;
4737;FIT;T2099;000002E2C950000304E0;S/N230105900;26/7/2021 18:50;;FLJWEJ;;;STOLEN;STOLEN;;;IN_USE;19/11/2023 07:44;4;5382;27/11/2023 18:27;3121;3838884;;;;;;;;;;;;;;;;false;false;0.0, 0.0;22/11/2023 21:07;
4740;FIT;T2102;0000DAD8B008000304E0;S/N 230107501;30/7/2021 18:05;;NFULBK;;;STOLEN;STOLEN;;;UNKNOWN;15/9/2023 16:31;9;8300;26/9/2023 15:17;2937;3230257;;;;;;;;;;;;;;;;false;false;-34.6518464, -58.415771;18/9/2023 20:37;
4749;FIT;T2111;00007B1BB108000304E0;S/N 230107647R;30/7/2021 18:05;;NSPRIH;;;STOLEN;STOLEN;;;UNKNOWN;16/12/2024 08:18;9;8118;20/12/2024 17:48;4022;4526133;;;;;;;;;;;;;;;;false;false;-34.633528, -58.449379;16/12/2024 20:35;
3;ICONIC;P14017;0000AB30B108000304E0;P0630622;1/2/2019 13:58;;;;;STOLEN;STOLEN;;;IN_USE;28/6/2021 14:01;779;11882608;30/10/2019 16:47;1835;13757823;;;;;;;;;;;;;;;;false;false;0.0, 0.0;;
4;ICONIC;P13781;00004EC6B008000304E0;P0631113;1/2/2019 13:58;;;;;STOLEN;STOLEN;;;IN_USE;28/6/2021 14:01;88;13074353;20/5/2019 17:11;1082;15082103;;;;;;;;;;;;;;;;false;false;0.0, 0.0;;
6;ICONIC;P13779;00002AD9B008000304E0;P0630974;1/2/2019 13:58;;;;;STOLEN;STOLEN;;;IN_USE;28/6/2021 14:01;946;1525599;24/10/2019 11:06;2106;3460344;;;;;;;;;;;;;;;;false;false;0.0, 0.0;;
7;ICONIC;P13787;000078D8B008000304E0;P0630762;1/2/2019 13:58;;P13787;;;STOLEN;STOLEN;;;AT_STATION;28/6/2021 14:01;765;1266372;29/4/2021 17:06;2338;3939135;;;;;;;;;;;;;;;;false;false;0.0, 0.0;;
8;ICONIC;P14040;00001620B108000304E0;P0630725;1/2/2019 13:58;;;;;STOLEN;STOLEN;;;UNKNOWN;28/6/2021 14:01;1279;2576459;18/11/2019 16:05;2689;5028103;;;;;;;;;;;;;;;;false;false;0.0, 0.0;;
9;ICONIC;P13991;00008278B108000304E0;P0630631;1/2/2019 13:58;;;;;STOLEN;STOLEN;;;UNKNOWN;28/6/2021 14:01;70;160481;10/3/2019 11:00;79;171575;;;;;;;;;;;;;;;;false;false;0.0, 0.0;;
10;ICONIC;P13799;000057C4B008000304E0;P0630416;1/2/2019 13:58;;;;;STOLEN;STOLEN;;;IN_USE;28/6/2021 14:01;1831;3681987;11/11/2019 22:09;1986;3892736;;;;;;;;;;;;;;;;false;false;0.0, 0.0;;
13;ICONIC;P14015;0000FFC5B008000304E0;P0630615;1/2/2019 13:58;;;;;STOLEN;STOLEN;;;IN_USE;28/6/2021 14:01;1366;3081216;17/12/2019 16:31;2806;5839017;;;;;;;;;;;;;;;;false;false;0.0, 0.0;;
16;ICONIC;P16894;000016F1B008000304E0;P0631123;1/2/2019 13:58;;;;;STOLEN;STOLEN;;;IN_USE;28/6/2021 14:01;511;9334163;26/7/2019 17:38;1661;11478377;;;;;;;;;;;;;;;;false;false;0.0, 0.0;;
17;ICONIC;P16926;00001030B108000304E0;P0630444;1/2/2019 13:58;;;;;STOLEN;STOLEN;;;IN_USE;28/6/2021 14:01;2630;4776122;24/12/2019 10:48;4177;7273353;;;;;;;;;;;;;;;;false;false;0.0, 0.0;;
20;ICONIC;P13800;0000FFE8B008000304E0;P0630395;1/2/2019 13:58;;;;;STOLEN;STOLEN;;;IN_USE;28/6/2021 14:01;195;10442310;18/6/2019 11:20;1513;12863827;;;;;;;;;;;;;;;;false;false;0.0, 0.0;;
22;ICONIC;T0415;0000E919B108000304E0;P0630827;1/2/2019 13:58;;;;;STOLEN;STOLEN;;;IN_USE;28/6/2021 14:01;2116;5457040;26/2/2020 14:56;3927;8525078;;;;;;;;;;;;;;;;false;false;0.0, 0.0;;
23;ICONIC;P16847;00000EC6B008000304E0;P0630701;1/2/2019 13:58;;;;;STOLEN;STOLEN;;;IN_USE;28/6/2021 14:01;1009;4120971;18/9/2019 11:30;2095;6660309;;;;;;;;;;;;;;;;false;false;0.0, 0.0;;
24;ICONIC;T1298;00007100B108000304E0;P0630605;1/2/2019 13:58;;FOODUH;;;STOLEN;STOLEN;;;IN_USE;2/12/2022 21:15;8;5731;8/12/2022 22:03;4228;6022448;;;;;;;;;;;;;;;;false;false;0.0, 0.0;;
26;ICONIC;P16852;0000C20BB108000304E0;P0630593;1/2/2019 13:58;;;;;STOLEN;STOLEN;;;IN_USE;28/6/2021 14:01;2364;6404993;3/2/2020 11:01;2996;7489010;;;;;;;;;;;;;;;;false;false;0.0, 0.0;;
27;ICONIC;P16851;0000F909B108000304E0;P0630921;1/2/2019 13:58;;;;;STOLEN;STOLEN;;;IN_USE;28/6/2021 14:01;93;13526750;9/5/2019 17:02;1257;15638846;;;;;;;;;;;;;;;;false;false;0.0, 0.0;;
29;ICONIC;P14002;00009BE7B008000304E0;P0630565;1/2/2019 13:58;;;;;STOLEN;STOLEN;;;IN_USE;28/6/2021 14:01;2181;4193423;30/12/2019 09:57;3812;7228370;;;;;;;;;;;;;;;;false;false;0.0, 0.0;;
30;ICONIC;P13796;00002002B108000304E0;P0630641;1/2/2019 13:58;;;;;STOLEN;STOLEN;;;IN_USE;28/6/2021 14:01;1371;3076696;3/10/2019 15:30;2781;5621672;;;;;;;;;;;;;;;;false;false;0.0, 0.0;;
31;ICONIC;P14435;000049D9B008000304E0;P0630839;1/2/2019 13:58;;;;;STOLEN;STOLEN;;;UNKNOWN;28/6/2021 14:01;13;164055;18/6/2019 15:41;1431;2698169;;;;;;;;;;;;;;;;false;false;0.0, 0.0;;
33;ICONIC;P16842;0000F301B108000304E0;P0630521;1/2/2019 13:58;;;;;STOLEN;STOLEN;;;UNKNOWN;28/6/2021 14:01;1117;14515901;13/2/2020 14:34;2165;16571072;;;;;;;;;;;;;;;;false;false;0.0, 0.0;;
34;ICONIC;P16938;000059E9B008000304E0;P0630542;1/2/2019 13:58;;;;;STOLEN;STOLEN;;;IN_USE;28/6/2021 14:01;767;6424124;27/8/2019 10:35;1966;8511508;;;;;;;;;;;;;;;;false;false;0.0, 0.0;;
35;ICONIC;P16849;00000521B108000304E0;P0630705;1/2/2019 13:58;;;;;STOLEN;STOLEN;;;IN_USE;28/6/2021 14:01;1321;3248553;30/9/2019 13:07;2543;6000806;;;;;;;;;;;;;;;;false;false;0.0, 0.0;;
36;ICONIC;P16870;0000E401B108000304E0;P0630344;1/2/2019 13:58;;;;;STOLEN;STOLEN;;;IN_USE;28/6/2021 14:01;61;13989485;8/5/2019 16:52;1318;16242043;;;;;;;;;;;;;;;;false;false;0.0, 0.0;;
39;ICONIC;P16854;0000F62FB108000304E0;P0630656;1/2/2019 13:58;;;;;STOLEN;STOLEN;;;IN_USE;28/6/2021 14:01;263;14322117;2/5/2019 18:16;1115;15925788;;;;;;;;;;;;;;;;false;false;0.0, 0.0;;
40;ICONIC;P16843;00001A30B108000304E0;P0630747;1/2/2019 13:58;;;;;STOLEN;STOLEN;;;IN_USE;28/6/2021 14:01;92;15892424;22/4/2019 11:43;549;16742602;;;;;;;;;;;;;;;;false;false;0.0, 0.0;;
41;ICONIC;P16913;0000B7D2B008000304E0;P0630525;1/2/2019 13:58;;;;;STOLEN;STOLEN;;;IN_USE;28/6/2021 14:01;1354;3307240;23/10/2019 15:52;2881;6009005;;;;;;;;;;;;;;;;false;false;0.0, 0.0;;
43;ICONIC;T0465;00009B02B108000304E0;P0630530;1/2/2019 13:58;;NORECD;;;STOLEN;STOLEN;;;UNKNOWN;1/4/2025 08:09;70;102912;18/4/2025 21:04;7496;9654012;;;;;;;;;;;;;;;;false;false;-34.629986531384205, -58.41456000555725;13/4/2025 17:12;
45;ICONIC;P16902;00002E2EB108000304E0;P0631045;1/2/2019 13:58;;P16902;;;STOLEN;STOLEN;;;AT_STATION;28/6/2021 14:01;1350;3134157;29/4/2021 17:07;1824;3930943;;;;;;;;;;;;;;;;false;false;0.0, 0.0;;
47;ICONIC;T0173;00002420B108000304E0;P0631095;1/2/2019 13:58;;FMPCMG;;;STOLEN;STOLEN;;;IN_USE;13/6/2023 12:00;42;44128;30/6/2023 15:40;6517;16300592;;;;;;;;;;;;;;;;false;false;0.0, 0.0;;
49;ICONIC;P16903;00000C22B108000304E0;P0630982;1/2/2019 13:58;;;;;STOLEN;STOLEN;;;IN_USE;28/6/2021 14:01;209;9817799;4/7/2019 11:34;1866;12864390;;;;;;;;;;;;;;;;false;false;0.0, 0.0;;
50;ICONIC;P16931;00003A19B108000304E0;P0630704;1/2/2019 13:58;;;;;STOLEN;STOLEN;;;IN_USE;28/6/2021 14:01;611;7813743;26/7/2019 17:39;1779;10685970;;;;;;;;;;;;;;;;false;false;0.0, 0.0;;
52;ICONIC;P16906;00006CE9B008000304E0;P0630749;1/2/2019 13:58;;;;;STOLEN;STOLEN;;;IN_USE;28/6/2021 14:01;718;1942150;14/10/2019 11:06;1510;3344487;;;;;;;;;;;;;;;;false;false;0.0, 0.0;;
53;ICONIC;P16871;000058D1B008000304E0;P0630650;1/2/2019 13:58;;;;;STOLEN;STOLEN;;;IN_USE;28/6/2021 14:01;1587;4287865;23/10/2019 15:54;3109;7026351;;;;;;;;;;;;;;;;false;false;0.0, 0.0;;
56;ICONIC;P16905;0000EF78B108000304E0;P0630980;1/2/2019 13:58;;;;;STOLEN;STOLEN;;;IN_USE;28/6/2021 14:01;1634;3364741;10/11/2019 23:35;3062;6079290;;;;;;;;;;;;;;;;false;false;0.0, 0.0;;
57;ICONIC;P16942;00009D08B108000304E0;P0630688;1/2/2019 13:58;;;;;STOLEN;STOLEN;;;IN_USE;28/6/2021 14:01;100;14089881;8/5/2019 16:42;1114;15874854;;;;;;;;;;;;;;;;false;false;0.0, 0.0;;
58;ICONIC;P14020;00004031B108000304E0;P0630720;1/2/2019 13:58;;;;;STOLEN;STOLEN;;;IN_USE;28/6/2021 14:01;301;11293176;18/6/2019 11:22;1689;14162086;;;;;;;;;;;;;;;;false;false;0.0, 0.0;;
59;ICONIC;P16933;0000EDE8B008000304E0;P0630637;1/2/2019 13:58;;;;;STOLEN;STOLEN;;;IN_USE;28/6/2021 14:01;535;1467325;14/10/2019 11:10;1783;3540295;;;;;;;;;;;;;;;;false;false;0.0, 0.0;;
60;ICONIC;P16919;0000E0E9B008000304E0;P0630674;1/2/2019 13:58;;;;;STOLEN;STOLEN;;;IN_USE;28/6/2021 14:01;31;13979020;8/5/2019 16:43;1048;15927361;;;;;;;;;;;;;;;;false;false;0.0, 0.0;;
61;ICONIC;P16889;00002279B108000304E0;P0631072;1/2/2019 13:58;;;;;STOLEN;STOLEN;;;IN_USE;28/6/2021 14:01;1054;2777916;30/9/2019 13:07;2522;5250908;;;;;;;;;;;;;;;;false;false;0.0, 0.0;;
65;ICONIC;P16865;0000D1E8B008000304E0;P0630303;1/2/2019 13:58;;;;;STOLEN;STOLEN;;;IN_USE;28/6/2021 14:01;1060;6581561;28/8/2019 11:36;2171;8438205;;;;;;;;;;;;;;;;false;false;0.0, 0.0;;
66;ICONIC;P16887;0000B4D8B008000304E0;P0630603;1/2/2019 13:58;;;;;STOLEN;STOLEN;;;IN_USE;28/6/2021 14:01;1;13708483;10/5/2019 12:02;1038;15805477;;;;;;;;;;;;;;;;false;false;0.0, 0.0;;
70;ICONIC;P16892;00001102B108000304E0;P0631084;1/2/2019 13:58;;;;;STOLEN;STOLEN;;;IN_USE;28/6/2021 14:01;2228;6775965;13/2/2020 14:34;3822;9434804;;;;;;;;;;;;;;;;false;false;0.0, 0.0;;
71;ICONIC;P16897;0000BA1FB108000304E0;P0631462;1/2/2019 13:58;;;;;STOLEN;STOLEN;;;UNKNOWN;28/6/2021 14:01;669;5584480;23/10/2019 17:14;800;5833449;;;;;;;;;;;;;;;;false;false;0.0, 0.0;;
75;ICONIC;T0296;000054D3B008000304E0;P0631408;1/2/2019 13:58;;FMVMCF;;;STOLEN;STOLEN;;;IN_USE;27/9/2022 11:39;4;4038;2/10/2022 21:19;6854;15970794;;;;;;;;;;;;;;;;false;false;0.0, 0.0;;
76;ICONIC;T0491;000046E7B008000304E0;P0630320;1/2/2019 13:58;;FKVFTG;;;STOLEN;STOLEN;;;IN_USE;29/11/2022 05:25;27;33670;6/12/2022 09:56;7998;14517894;;;;;;;;;;;;;;;;false;false;0.0, 0.0;;
77;ICONIC;P16874;0000CAF1B008000304E0;P0630409;1/2/2019 13:58;;;;;STOLEN;STOLEN;;;IN_USE;28/6/2021 14:01;169;7184189;26/7/2019 17:39;1618;9923382;;;;;;;;;;;;;;;;false;false;0.0, 0.0;;
78;ICONIC;P16866;00000979B108000304E0;P0630710;1/2/2019 13:58;;;;;STOLEN;STOLEN;;;IN_USE;28/6/2021 14:01;1848;3100617;10/11/2019 23:37;2136;3535420;;;;;;;;;;;;;;;;false;false;0.0, 0.0;;
80;ICONIC;P16898;00001BF0B008000304E0;P0630666;1/2/2019 13:58;;;;;STOLEN;STOLEN;;;UNKNOWN;28/6/2021 14:01;1763;7370491;26/11/2019 17:47;3084;9702293;;;;;;;;;;;;;;;;false;false;0.0, 0.0;;
83;ICONIC;P16830;00004F09B108000304E0;P0631320;1/2/2019 13:58;;;;;STOLEN;STOLEN;;;IN_USE;28/6/2021 14:01;529;8896985;16/7/2019 13:20;2111;11356750;;;;;;;;;;;;;;;;false;false;0.0, 0.0;;
84;ICONIC;P16861;0000C608B108000304E0;P0630633;1/2/2019 13:58;;;;;STOLEN;STOLEN;;;IN_USE;28/6/2021 14:01;1297;2289274;18/11/2019 16:11;2477;4574674;;;;;;;;;;;;;;;;false;false;0.0, 0.0;;
85;ICONIC;P16879;00004502B108000304E0;P0630454;1/2/2019 13:58;;;;;STOLEN;STOLEN;;;IN_USE;28/6/2021 14:01;1100;2575648;14/10/2019 11:14;2485;5123359;;;;;;;;;;;;;;;;false;false;0.0, 0.0;;
86;ICONIC;P16823;0000AC2FB108000304E0;P0631398;1/2/2019 13:58;;;;;STOLEN;STOLEN;;;IN_USE;28/6/2021 14:01;138;11578490;4/6/2019 14:53;1507;14310621;;;;;;;;;;;;;;;;false;false;0.0, 0.0;;
89;ICONIC;P16880;0000E3C6B008000304E0;P0630767;1/2/2019 13:58;;;;;STOLEN;STOLEN;;;IN_USE;28/6/2021 14:01;105;15330569;22/4/2019 11:57;812;16749099;;;;;;;;;;;;;;;;false;false;0.0, 0.0;;
90;ICONIC;P13998;0000F4C5B008000304E0;P0630634;1/2/2019 13:58;;;;;STOLEN;STOLEN;;;UNKNOWN;28/6/2021 14:01;1683;14411566;26/12/2019 14:08;2703;16142410;;;;;;;;;;;;;;;;false;false;0.0, 0.0;;
91;ICONIC;P14063;0000C12BB108000304E0;DEV02854;1/2/2019 13:58;;;;;STOLEN;STOLEN;;;IN_USE;28/6/2021 14:01;495;5798027;28/8/2019 11:33;1810;8217564;;;;;;;;;;;;;;;;false;false;0.0, 0.0;;
92;ICONIC;P14067;0000CBF1B008000304E0;P0630732;1/2/2019 13:58;;;;;STOLEN;STOLEN;;;IN_USE;28/6/2021 14:01;1;14233757;8/5/2019 15:13;992;16109804;;;;;;;;;;;;;;;;false;false;0.0, 0.0;;
94;ICONIC;P14062;00003B01B108000304E0;P0630526;1/2/2019 13:58;;;;;STOLEN;STOLEN;;;IN_USE;28/6/2021 14:01;1991;4591183;2/1/2020 09:41;3720;7367602;;;;;;;;;;;;;;;;false;false;0.0, 0.0;;
95;ICONIC;P14061;000051DBB008000304E0;P0630639;1/2/2019 13:58;;;;;STOLEN;STOLEN;;;AT_STATION;28/6/2021 14:01;2351;6133531;13/1/2020 17:03;4012;8930336;;;;;;;;;;;;;;;;false;false;0.0, 0.0;;
96;ICONIC;P14058;0000A2E8B008000304E0;P0630382;1/2/2019 13:58;;;;;STOLEN;STOLEN;;;IN_USE;28/6/2021 14:01;875;12291396;23/10/2019 15:55;2136;14515606;;;;;;;;;;;;;;;;false;false;0.0, 0.0;;
97;ICONIC;P14051;0000250AB108000304E0;P0630647;1/2/2019 13:58;;;;;STOLEN;STOLEN;;;IN_USE;28/6/2021 14:01;1429;3216580;23/10/2019 15:55;3031;5738081;;;;;;;;;;;;;;;;false;false;0.0, 0.0;;
99;ICONIC;P14066;00003C32B108000304E0;P0630655;1/2/2019 13:58;;;;;STOLEN;STOLEN;;;IN_USE;28/6/2021 14:01;80;13910179;8/5/2019 17:05;1235;15848608;;;;;;;;;;;;;;;;false;false;0.0, 0.0;;
100;ICONIC;T0161;0000B621B108000304E0;P0629826;1/2/2019 13:58;;;;;STOLEN;STOLEN;;;IN_USE;28/6/2021 14:01;2171;5297734;31/8/2020 09:05;3790;9205920;;;;;;;;;;;;;;;;false;false;0.0, 0.0;;
101;ICONIC;P16833;000061F1B008000304E0;P0630689;1/2/2019 13:58;;;;;STOLEN;STOLEN;;;IN_USE;28/6/2021 14:01;310;7514681;26/7/2019 17:40;2264;11032678;;;;;;;;;;;;;;;;false;false;0.0, 0.0;;
103;ICONIC;P14060;0000FC78B108000304E0;P0630718;1/2/2019 13:58;;;;;STOLEN;STOLEN;;;IN_USE;28/6/2021 14:01;1193;2935912;22/1/2020 14:31;2722;5618342;;;;;;;;;;;;;;;;false;false;0.0, 0.0;;
104;ICONIC;P14052;000060C8B008000304E0;P0630316;1/2/2019 13:58;;;;;STOLEN;STOLEN;;;IN_USE;28/6/2021 14:01;13;16083449;12/4/2019 11:24;407;16687280;;;;;;;;;;;;;;;;false;false;0.0, 0.0;;
106;ICONIC;P14004;00002F79B108000304E0;P0631142;1/2/2019 13:58;;;;;STOLEN;STOLEN;;;IN_USE;28/6/2021 14:01;22;12868505;17/5/2019 11:56;1223;15307407;;;;;;;;;;;;;;;;false;false;0.0, 0.0;;
109;ICONIC;P13776;00003F0AB108000304E0;P0630916;1/2/2019 13:58;;;;;STOLEN;STOLEN;;;IN_USE;28/6/2021 14:01;1435;8942776;25/11/2019 15:46;2327;10480041;;;;;;;;;;;;;;;;false;false;0.0, 0.0;;
112;ICONIC;P16878;00006BC6B008000304E0;P0630450;1/2/2019 13:58;;;;;STOLEN;STOLEN;;;IN_USE;28/6/2021 14:01;1582;2380792;13/2/2020 14:35;2729;4058650;;;;;;;;;;;;;;;;false;false;0.0, 0.0;;
